source_run,trial_id,weight_precision,act,kv,fp_setting,status,accuracy,correct,total,format_error_count,raw_output_count,runtime_sec,gpu,parallel_mode,model_lifecycle,trial_weight_reuse,visible_gpus,model_parallel,decode_weight_residency,gptq_cache_mode,gptq_cache_key,gptq_cache_hit,gptq_cache_path,proxy_cost,weight_bits_proxy,act_bits_proxy,kv_bits_proxy,fp_bits_proxy,server_port,returncode,log_dir,error_message
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E5M2__fp-FP_E6M5__7b8d50be,MXFP_E4M3,MXFP_E1M2,MXFP_E5M2,FP_E6M5,success,0.9,45,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,4,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E1M2__kv-MXFP_E5M2__fp-FP_E6M5__7b8d50be,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E3M2__23058f99,MXFP_E4M3,MXFP_E2M1,MXFP_E1M2,FP_E3M2,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,14,8,4,4,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E3M2__23058f99,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E4M7__5c7304fe,MXFP_E4M3,MXFP_E2M1,MXFP_E1M2,FP_E4M7,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,20,8,4,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E4M7__5c7304fe,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E2M1__fp-FP_E6M5__458b5b20,MXFP_E4M3,MXFP_E2M1,MXFP_E2M1,FP_E6M5,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,20,8,4,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E2M1__fp-FP_E6M5__458b5b20,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E3M2__ef142e31,MXFP_E4M3,MXFP_E2M1,MXFP_E4M3,FP_E3M2,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,18,8,4,8,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E3M2__ef142e31,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E4M7__7becbf5a,MXFP_E4M3,MXFP_E2M1,MXFP_E4M3,FP_E4M7,success,0.0,0,50,1,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,4,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E4M7__7becbf5a,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E5M2__fp-FP_E6M5__35b4478c,MXFP_E4M3,MXFP_E2M1,MXFP_E5M2,FP_E6M5,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,4,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E2M1__kv-MXFP_E5M2__fp-FP_E6M5__35b4478c,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E3M2__affa0fcd,MXFP_E4M3,MXFP_E4M3,MXFP_E1M2,FP_E3M2,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,18,8,8,4,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E3M2__affa0fcd,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E4M7__ce486fa3,MXFP_E4M3,MXFP_E4M3,MXFP_E1M2,FP_E4M7,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,8,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E4M7__ce486fa3,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E6M5__75af7c21,MXFP_E4M3,MXFP_E4M3,MXFP_E2M1,FP_E6M5,success,0.02,1,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,8,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E6M5__75af7c21,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E3M2__0d915647,MXFP_E4M3,MXFP_E4M3,MXFP_E4M3,FP_E3M2,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,22,8,8,8,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E3M2__0d915647,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E4M7__ebe9b3aa,MXFP_E4M3,MXFP_E4M3,MXFP_E4M3,FP_E4M7,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,28,8,8,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E4M7__ebe9b3aa,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E6M5__fa332422,MXFP_E4M3,MXFP_E4M3,MXFP_E5M2,FP_E6M5,success,0.94,47,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,28,8,8,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E6M5__fa332422,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E3M2__d40d308a,MXFP_E4M3,MXFP_E5M2,MXFP_E1M2,FP_E3M2,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,18,8,8,4,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E3M2__d40d308a,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E4M7__964268e0,MXFP_E4M3,MXFP_E5M2,MXFP_E1M2,FP_E4M7,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,8,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E4M7__964268e0,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E2M1__fp-FP_E6M5__6e4b6255,MXFP_E4M3,MXFP_E5M2,MXFP_E2M1,FP_E6M5,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,24,8,8,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E2M1__fp-FP_E6M5__6e4b6255,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E3M2__b7e8dcec,MXFP_E4M3,MXFP_E5M2,MXFP_E4M3,FP_E3M2,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,22,8,8,8,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E3M2__b7e8dcec,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E4M7__0cc132b2,MXFP_E4M3,MXFP_E5M2,MXFP_E4M3,FP_E4M7,success,0.0,0,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,28,8,8,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E4M7__0cc132b2,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E6M5__6f5c6e78,MXFP_E4M3,MXFP_E5M2,MXFP_E5M2,FP_E6M5,success,0.84,42,50,0,50,260.66,0,multiworker,persistent,True,0,False,gpu_dual,require,0349c939998458a3,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e4m3/0349c939998458a3,28,8,8,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E4M3__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E6M5__6f5c6e78,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E3M2__d03e4bb4,MXFP_E5M2,MXFP_E1M2,MXFP_E1M2,FP_E3M2,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,14,8,4,4,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E3M2__d03e4bb4,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E4M7__24fd813e,MXFP_E5M2,MXFP_E1M2,MXFP_E1M2,FP_E4M7,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,20,8,4,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E1M2__fp-FP_E4M7__24fd813e,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E2M1__fp-FP_E6M5__da0d5616,MXFP_E5M2,MXFP_E1M2,MXFP_E2M1,FP_E6M5,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,20,8,4,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E2M1__fp-FP_E6M5__da0d5616,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E3M2__33d880ee,MXFP_E5M2,MXFP_E1M2,MXFP_E4M3,FP_E3M2,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,18,8,4,8,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E3M2__33d880ee,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E4M7__dbd582ea,MXFP_E5M2,MXFP_E1M2,MXFP_E4M3,FP_E4M7,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,24,8,4,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E4M3__fp-FP_E4M7__dbd582ea,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E5M2__fp-FP_E6M5__73adc1c6,MXFP_E5M2,MXFP_E1M2,MXFP_E5M2,FP_E6M5,success,0.9,45,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,24,8,4,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E1M2__kv-MXFP_E5M2__fp-FP_E6M5__73adc1c6,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E3M2__81af3b1b,MXFP_E5M2,MXFP_E2M1,MXFP_E1M2,FP_E3M2,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,14,8,4,4,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E3M2__81af3b1b,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E4M7__cfac4211,MXFP_E5M2,MXFP_E2M1,MXFP_E1M2,FP_E4M7,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,20,8,4,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E1M2__fp-FP_E4M7__cfac4211,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E2M1__fp-FP_E6M5__ecf52201,MXFP_E5M2,MXFP_E2M1,MXFP_E2M1,FP_E6M5,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,20,8,4,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E2M1__fp-FP_E6M5__ecf52201,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E3M2__c8bc23be,MXFP_E5M2,MXFP_E2M1,MXFP_E4M3,FP_E3M2,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,18,8,4,8,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E3M2__c8bc23be,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E4M7__15358fb4,MXFP_E5M2,MXFP_E2M1,MXFP_E4M3,FP_E4M7,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,24,8,4,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E4M3__fp-FP_E4M7__15358fb4,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E5M2__fp-FP_E6M5__9dc24536,MXFP_E5M2,MXFP_E2M1,MXFP_E5M2,FP_E6M5,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,24,8,4,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E2M1__kv-MXFP_E5M2__fp-FP_E6M5__9dc24536,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E3M2__5e5c61cb,MXFP_E5M2,MXFP_E4M3,MXFP_E1M2,FP_E3M2,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,18,8,8,4,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E3M2__5e5c61cb,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E4M7__07d796f2,MXFP_E5M2,MXFP_E4M3,MXFP_E1M2,FP_E4M7,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,24,8,8,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E4M7__07d796f2,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E6M5__b170e123,MXFP_E5M2,MXFP_E4M3,MXFP_E2M1,FP_E6M5,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,24,8,8,4,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E2M1__fp-FP_E6M5__b170e123,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E3M2__7f9aa996,MXFP_E5M2,MXFP_E4M3,MXFP_E4M3,FP_E3M2,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,22,8,8,8,6,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E3M2__7f9aa996,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E4M7__fefea727,MXFP_E5M2,MXFP_E4M3,MXFP_E4M3,FP_E4M7,success,0.0,0,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,28,8,8,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E4M7__fefea727,
qwen3_32b_mxfp_weight_mxfp_act_kv,w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E6M5__b61bd0c0,MXFP_E5M2,MXFP_E4M3,MXFP_E5M2,FP_E6M5,success,0.9,45,50,0,50,258.84,0,multiworker,persistent,True,0,False,gpu_dual,require,f9b4969ce7432afb,True,/data/models/yh3525/gptq_cache_qwen3_32b_mxfp_e5m2/f9b4969ce7432afb,28,8,8,8,12,9000,0,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_32b_mxfp_weight_bruteforce_bs25_tok1024_limit50_fixed_20260704_223024/trials/w-MXFP_E5M2__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E6M5__b61bd0c0,
