bank_conflict_stall_cycles,batch_scaling_efficiency,batch_size,by_layer_type,context_length,cycles,cycles_per_decode_step,cycles_per_output_token,decode_tokens,logical_hbm_read_bytes,logical_hbm_write_bytes,model,output_tokens,packet_ops,physical_hbm_read_bytes,physical_hbm_write_bytes,request_tpot_us_proxy,resource_utilization,routing_assumption,speedup_vs_arlo_same_batch,throughput_scaling_vs_b1,throughput_tokens_per_second_proxy,variant
0,0.5645408660042729,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2127368256, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 0, ""matrix_cycles"": 59779392, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 736562304}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2968982784, ""hbm_cycles"": 2836228992, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,5435974472,169874202.25,42468550.5625,32,6928384749568,58344734720,kimi_k3,128,0,6928384749568,58344734720,169874.20225,"{""hbm"": 0.8239011244569362, ""matrix"": 0.03929359438684281, ""vector"": 0.136805281156221}",maximum_distinct,1.0561507272655934,2.2581634640170916,23.546836111779296,E_stream_addressing
624033792,0.5410274063648512,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 624033792, ""cycles"": 2566565952, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 0, ""matrix_cycles"": 59779392, ""packet_ops"": 13565952, ""packet_service_cycles"": 657948672, ""vector_cycles"": 1175760000}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2968982784, ""hbm_cycles"": 2836228992, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,5875172168,183599130.25,45899782.5625,32,6928384749568,58344734720,kimi_k3,128,13565952,6928384749568,58344734720,183599.13025000002,"{""hbm"": 0.762310508004163, ""matrix"": 0.03635620708502785, ""vector"": 0.2013332849108091}",maximum_distinct,0.9771983233564365,2.164109625459405,21.78659558219775,H_packet_row_major
0,0.5753760514507283,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1946347584, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 423936, ""matrix_cycles"": 59779392, ""packet_ops"": 13565952, ""packet_service_cycles"": 33914880, ""vector_cycles"": 555117696}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2968982784, ""hbm_cycles"": 2836228992, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,5254953800,164217306.25,41054326.5625,32,6928384749568,58344734720,kimi_k3,128,13565952,6928384749568,58344734720,164217.30625,"{""banked_output_sram"": 8.067359222073466e-05, ""hbm"": 0.852282560505099, ""matrix"": 0.040647165347105434, ""vector"": 0.10698960055557481}",maximum_distinct,1.0925326102771826,2.3015042058029134,24.357968665680755,I_packet_affine
0,0.5754023028234139,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1945923648, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 423936, ""matrix_cycles"": 59779392, ""packet_ops"": 13565952, ""packet_service_cycles"": 33914880, ""vector_cycles"": 555117696}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2968982784, ""hbm_cycles"": 2836228992, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,5254529864,164204058.25,41051014.5625,32,6928384749568,58344734720,kimi_k3,128,13565952,6928384749568,58344734720,164204.05825,"{""banked_output_sram"": 8.068010097430098e-05, ""hbm"": 0.8523513227481392, ""matrix"": 0.040650444764509956, ""vector"": 0.10699823248735084}",maximum_distinct,1.0926207559184975,2.3016092112936555,24.359933869052227,J_packet_affine_overlap
0,0.19907958941821274,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 339863424, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 0, ""matrix_cycles"": 3477600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 302439328}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 140416288, ""hbm_cycles"": 133065856, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,505243648,15788864.0,1973608.0,32,281882124288,13555892224,nemotron3,256,0,281882124288,13555892224,15788.864,"{""hbm"": 0.37486040794321873, ""matrix"": 0.025731933595729242, ""vector"": 0.5994120286297988}",maximum_distinct,1.0,1.592636715345702,506.6862315110194,B_arlo_stride_postincrement
0,0.21881882709998807,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 233561472, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 0, ""matrix_cycles"": 3477600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 196137376}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 140416288, ""hbm_cycles"": 133065856, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,398941696,12466928.0,1558366.0,32,281882124288,13555892224,nemotron3,256,0,281882124288,13555892224,12466.928,"{""hbm"": 0.47474566308556526, ""matrix"": 0.03258846124722947, ""vector"": 0.49267141031054323}",maximum_distinct,1.266459868862642,1.7505506167999045,641.697778313952,E_stream_addressing
138674176,0.20772315126401075,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 138674176, ""cycles"": 287071616, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 0, ""matrix_cycles"": 3477600, ""packet_ops"": 3014656, ""packet_service_cycles"": 146210816, ""vector_cycles"": 249647520}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 140416288, ""hbm_cycles"": 133065856, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,452451840,14139120.0,1767390.0,32,281882124288,13555892224,nemotron3,256,3014656,281882124288,13555892224,14139.12,"{""hbm"": 0.4185988944149282, ""matrix"": 0.028734320099129223, ""vector"": 0.5526716655633448}",maximum_distinct,1.1166793973033682,1.661785210112086,565.80607562564,H_packet_row_major
0,0.2434293164441251,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 150658432, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 753664, ""matrix_cycles"": 3477600, ""packet_ops"": 3014656, ""packet_service_cycles"": 7536640, ""vector_cycles"": 112480672}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 140416288, ""hbm_cycles"": 133065856, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,316038656,9876208.0,1234526.0,32,281882124288,13555892224,nemotron3,256,3014656,281882124288,13555892224,9876.208,"{""banked_output_sram"": 0.0023847209374286164, ""hbm"": 0.599280614584059, ""matrix"": 0.04113704369126288, ""vector"": 0.35720460727437087}",maximum_distinct,1.5986767390885246,1.9474345315530008,810.0274923330898,I_packet_affine
0,0.24371241241955469,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 149904768, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 753664, ""matrix_cycles"": 3477600, ""packet_ops"": 3014656, ""packet_service_cycles"": 7536640, ""vector_cycles"": 112480672}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 140416288, ""hbm_cycles"": 133065856, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,315284992,9852656.0,1231582.0,32,281882124288,13555892224,nemotron3,256,3014656,281882124288,13555892224,9852.655999999999,"{""banked_output_sram"": 0.0023904214254511676, ""hbm"": 0.6007131478050183, ""matrix"": 0.0412353785618822, ""vector"": 0.35805847682086944}",maximum_distinct,1.6024982502180123,1.9496992993564375,811.9637994059674,J_packet_affine_overlap
0,0.3417640913330826,8,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5577280, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 58368, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 5405824}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 32689856, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 2838528, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39168}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3008, ""hbm_cycles"": 3008, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3609081984, ""hbm_cycles"": 1405930752, ""layout_service_cycles"": 0, ""matrix_cycles"": 119558784, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2083592448}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5221083904, ""hbm_cycles"": 4955579264, ""layout_service_cycles"": 0, ""matrix_cycles"": 258177024, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 7327616}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 52822048, ""hbm_cycles"": 48234528, ""layout_service_cycles"": 0, ""matrix_cycles"": 4587520, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 281395608, ""hbm_cycles"": 237998616, ""layout_service_cycles"": 0, ""matrix_cycles"": 41974272, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1422720}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 4800, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4480}}",2048,9202658488,287583077.75,35947884.71875,32,10300423790592,116689469440,kimi_k3,256,0,10300423790592,116689469440,287583.07775,"{""hbm"": 0.7256242035611221, ""matrix"": 0.046420770319473365, ""vector"": 0.22795502611940455}",maximum_distinct,1.0,2.734112730664661,27.81804848390458,B_arlo_stride_postincrement
0,0.3571649957178651,8,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5577280, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 58368, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 5405824}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 32689856, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 2838528, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39168}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3008, ""hbm_cycles"": 3008, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2998614144, ""hbm_cycles"": 1405930752, ""layout_service_cycles"": 0, ""matrix_cycles"": 119558784, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1473124608}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5221083904, ""hbm_cycles"": 4955579264, ""layout_service_cycles"": 0, ""matrix_cycles"": 258177024, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 7327616}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 52822048, ""hbm_cycles"": 48234528, ""layout_service_cycles"": 0, ""matrix_cycles"": 4587520, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 281395608, ""hbm_cycles"": 237998616, ""layout_service_cycles"": 0, ""matrix_cycles"": 41974272, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1422720}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 4800, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4480}}",2048,8592190648,268505957.75,33563244.71875,32,10300423790592,116689469440,kimi_k3,256,0,10300423790592,116689469440,268505.95775,"{""hbm"": 0.7771791862596017, ""matrix"": 0.04971892658124827, ""vector"": 0.17310188715915}",maximum_distinct,1.0710491497464734,2.8573199657429207,29.79449717629217,E_stream_addressing
1248067584,0.3356317282346342,8,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5577280, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 58368, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 5405824}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 32689856, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 2838528, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39168}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3008, ""hbm_cycles"": 3008, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 1248067584, ""cycles"": 3877009536, ""hbm_cycles"": 1405930752, ""layout_service_cycles"": 0, ""matrix_cycles"": 119558784, ""packet_ops"": 27131904, ""packet_service_cycles"": 1315897344, ""vector_cycles"": 2351520000}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5221083904, ""hbm_cycles"": 4955579264, ""layout_service_cycles"": 0, ""matrix_cycles"": 258177024, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 7327616}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 52822048, ""hbm_cycles"": 48234528, ""layout_service_cycles"": 0, ""matrix_cycles"": 4587520, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 281395608, ""hbm_cycles"": 237998616, ""layout_service_cycles"": 0, ""matrix_cycles"": 41974272, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1422720}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 4800, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4480}}",2048,9470586040,295955813.75,36994476.71875,32,10300423790592,116689469440,kimi_k3,256,27131904,10300423790592,116689469440,295955.81375,"{""hbm"": 0.7050959368085736, ""matrix"": 0.04510750382243505, ""vector"": 0.24979655936899128}",maximum_distinct,0.9717095065850856,2.6850538258770738,27.03106216645491,H_packet_row_major
